video_id,views,likeCount,CommentCount,channel_subscribers,channel_tracker,channel_name,channel_country,channel_description,duration,title,publishedAt
3kX_6Aa65Uc,0,0,0,1,UChZA-O3f5tYHerhsCWd1tQg,EPITA MURNI,world,,0.00444,22 Juni 2024,2024-06-22T15:06:50Z
