video_id,views,likeCount,CommentCount,channel_subscribers,channel_tracker,channel_name,channel_country,channel_description,duration,title,publishedAt
LHFscMYhZDA,32,3,1,5620,UC33NtVL7bStj4FmWeIstKqg,EPITA,FR,"Créée il y a 40 ans, l'école d'ingénieurs en intelligence informatique EPITA forme celles et ceux qui conçoivent, développent et font progresser les technologies de l'information et de la communication (TIC) sur ses campus de Paris, Lyon, Rennes, Strasbourg et Toulouse.

➡️ Découvrez l'école des ingénieurs en intelligence informatique : https://www.epita.fr/​
👉 Participez à notre prochain événement : https://bit.ly/2NW3HbQ​
______________________

Suivez-nous sur les réseaux sociaux : 
📷  Instagram : https://www.instagram.com/epita.national/
📲 Facebook : https://www.facebook.com/epita/​
🐥 Twitter : https://twitter.com/epita​ 
💼  Linkedin : https://www.linkedin.com/school/epita-ing%C3%A9nierie-informatique/
",0.07056,Remise des titres 2024,2024-06-21T13:09:01Z
