video_id,views,likeCount,CommentCount,channel_subscribers,channel_tracker,channel_name,channel_country,channel_description,duration,title,publishedAt
kY9dhh8pxug,71,3,1,22000,UCmdEqTcr2XIoA_AkD-bmHkQ,Vidurangana Kala Sangamaya,US,"Hi

This is official Youtube Channel of Vidurangana art society.

Contact - 0774969886
",0.06972,Atha Epita Gammanen Vidurangala Kala Sangamaya | Palugolla Show | 0706500089,2024-04-29T04:41:46Z
