video_id,views,likeCount,CommentCount,channel_subscribers,channel_tracker,channel_name,channel_country,channel_description,duration,title,publishedAt
BkDwhJEfiZY,10464,2028,273,38200,UCy2wPseASvvs0-GrvIMT2fQ,Primeira Fila F1,BR,"Canal para falar de histórias, curiosidades e informação sobre esse esporte maravilhoso, que é o automobilismo.

Vídeos todas as segundas, quartas, sextas e domingos. Sempre às 20h.

Sejam bem-vindos!
",0.4525,RESPONDENDO 30 OPINIÕES IMPOPULARES DE FÓRMULA 1 - Primeira Fila,2024-06-18T00:05:00Z
