video_id,views,likeCount,CommentCount,channel_subscribers,channel_tracker,channel_name,channel_country,channel_description,duration,title,publishedAt
USSIDu-ZF1E,2,1,0,48,UCdvvrqUL8i4basMyUX5uZiw,Nalaka Sri,world,,0.06639,♥️♥️...Atha Epita Gammanen  Naga Ena...♥️♥️,2024-06-25T09:02:42Z
