video_id,views,likeCount,CommentCount,channel_subscribers,channel_tracker,channel_name,channel_country,channel_description,duration,title,publishedAt
B7jT2r71BkU,0,0,0,24,UCOHA81gcDjKl9hf5LSxHIsg,Dewi Epita,world,,0.01694,19 Juni 2024,2024-06-18T22:42:43Z
