video_id,views,likeCount,CommentCount,channel_subscribers,channel_tracker,channel_name,channel_country,channel_description,duration,title,publishedAt
UtpZ_sJkMJU,0,0,0,11,UCuxwcILOvEQfF9y7rN6nUXw,kato epita,world,,0.00639,"24 ივნისი, 2024",2024-06-24T17:44:13Z
